Name	gene	Chromosome	orf_classification
YDL028C	MPS1	4	Verified
YDL027C	MRX9	4	Uncharacterized
YDL026W		4	Dubious
YDL025C	RTK1	4	Verified
YDL025W-A		4	Dubious
YDL024C	DIA3	4	Verified
YDL022W	GPD1	4	Verified
YDL021W	GPM2	4	Verified
YDL020C	RPN4	4	Verified
YDL019C	OSH2	4	Verified
YDL018C	ERP3	4	Verified
YDL017W	CDC7	4	Verified
YDL016C		4	Dubious
YDL015C	TSC13	4	Verified
YDL014W	NOP1	4	Verified
YDL013W	SLX5	4	Verified
YDL012C		4	Verified
YDL011C		4	Dubious
YDL010W	GRX6	4	Verified
YDL008W	APC11	4	Verified
YDL007C-A		4	Uncharacterized
YDL007W	RPT2	4	Verified
YDL006W	PTC1	4	Verified
YDL005C	MED2	4	Verified
YDL004W	ATP16	4	Verified
YDL003W	MCD1	4	Verified
YDL002C	NHP10	4	Verified
YDL001W	RMD1	4	Verified
YDR001C	NTH1	4	Verified
YDR002W	YRB1	4	Verified
YDR003W	RCR2	4	Verified
YDR003W-A		4	Uncharacterized
YDR004W	RAD57	4	Verified
YDR005C	MAF1	4	Verified
YDR006C	SOK1	4	Verified
YDR007W	TRP1	4	Verified
YDR008C		4	Dubious
YDR009W	GAL3	4	Verified
YDR011W	SNQ2	4	Verified
YDR012W	RPL4B	4	Verified
YDR013W	PSF1	4	Verified
YDR014W	RAD61	4	Verified
YDR014W-A	HED1	4	Verified
YDR015C		4	Dubious
YDR016C	DAD1	4	Verified
YDR017C	KCS1	4	Verified
YDR019C	GCV1	4	Verified
YDR020C	DAS2	4	Uncharacterized
YDR021W	FAL1	4	Verified
YDR022C	ATG31	4	Verified
YDR023W	SES1	4	Verified
YDR024W	FYV1	4	Dubious
YDR025W	RPS11A	4	Verified
YDR026C	NSI1	4	Verified
YDR027C	VPS54	4	Verified
YDR028C	REG1	4	Verified
YDR029W		4	Uncharacterized
YDR030C	RAD28	4	Verified
YDR031W	MIX14	4	Verified
YDR032C	PST2	4	Verified
YDR033W	MRH1	4	Verified
YDR034C	LYS14	4	Verified
YDR034W-B		4	Uncharacterized
YDR035W	ARO3	4	Verified
YDR036C	EHD3	4	Verified
YDR037W	KRS1	4	Verified
YDR038C	ENA5	4	Verified
YDR039C	ENA2	4	Verified
YDR040C	ENA1	4	Verified
YDR041W	RSM10	4	Verified
YDR042C		4	Uncharacterized
YDR043C	NRG1	4	Verified
YDR044W	HEM13	4	Verified
YDR045C	RPC11	4	Verified
YDR046C	BAP3	4	Verified
YDR047W	HEM12	4	Verified
YDR049W	VMS1	4	Verified
YDR050C	TPI1	4	Verified
YDR051C	DET1	4	Verified
YDR052C	DBF4	4	Verified
YDR053W		4	Dubious
YDR054C	CDC34	4	Verified
YDR055W	PST1	4	Verified
YDR056C	EMC10	4	Uncharacterized
YDR057W	YOS9	4	Verified
YDR058C	TGL2	4	Verified
YDR059C	UBC5	4	Verified
YDR060W	MAK21	4	Verified
YDR061W		4	Uncharacterized
YDR062W	LCB2	4	Verified
YDR063W	AIM7	4	Verified
YDR064W	RPS13	4	Verified
YDR065W	RRG1	4	Verified
YDR066C	RTR2	4	Verified
YDR067C	OCA6	4	Uncharacterized
YDR068W	DOS2	4	Verified
YDR069C	DOA4	4	Verified
YDR070C	FMP16	4	Verified
YDR071C	PAA1	4	Verified
YDR072C	IPT1	4	Verified
YDR073W	SNF11	4	Verified
YDR074W	TPS2	4	Verified
YDR075W	PPH3	4	Verified
YDR076W	RAD55	4	Verified
YDR077W	SED1	4	Verified
YDR078C	SHU2	4	Verified
YDR079W	PET100	4	Verified
YDR079C-A	TFB5	4	Verified
YDR080W	VPS41	4	Verified
YDR081C	PDC2	4	Verified
YDR082W	STN1	4	Verified
YDR083W	RRP8	4	Verified
YDR084C	TVP23	4	Verified
YDR085C	AFR1	4	Verified
YDR086C	SSS1	4	Verified
YDR087C	RRP1	4	Verified
YDR088C	SLU7	4	Verified
YDR089W	VTC5	4	Verified
YDR090C	ILT1	4	Verified
YDR091C	RLI1	4	Verified
YDR092W	UBC13	4	Verified
YDR093W	DNF2	4	Verified
YDR094W		4	Dubious
YDR095C		4	Dubious
YDR096W	GIS1	4	Verified
YDR097C	MSH6	4	Verified
YDR098C	GRX3	4	Verified
YDR099W	BMH2	4	Verified
YDR100W	TVP15	4	Verified
YDR101C	ARX1	4	Verified
YDR102C		4	Uncharacterized
YDR103W	STE5	4	Verified
YDR104C	SPO71	4	Verified
YDR105C	TMS1	4	Verified
YDR106W	ARP10	4	Verified
YDR107C	TMN2	4	Verified
YDR108W	TRS85	4	Verified
YDR109C		4	Verified
YDR110W	FOB1	4	Verified
YDR111C	ALT2	4	Uncharacterized
YDR112W	IRC2	4	Dubious
YDR113C	PDS1	4	Verified
YDR114C		4	Uncharacterized
YDR115W	MRX14	4	Verified
YDR116C	MRPL1	4	Verified
YDR117C	TMA64	4	Verified
YDR118W	APC4	4	Verified
YDR119W	VBA4	4	Uncharacterized
YDR119W-A	COX26	4	Verified
YDR120C	TRM1	4	Verified
YDR121W	DPB4	4	Verified
YDR122W	KIN1	4	Verified
YDR123C	INO2	4	Verified
YDR124W		4	Uncharacterized
YDR125C	ECM18	4	Verified
YDR126W	SWF1	4	Verified
YDR127W	ARO1	4	Verified
YDR128W	MTC5	4	Verified
YDR129C	SAC6	4	Verified
YDR130C	FIN1	4	Verified
YDR131C		4	Verified
YDR132C	MRX16	4	Verified
YDR133C		4	Dubious
YDR135C	YCF1	4	Verified
YDR137W	RGP1	4	Verified
YDR138W	HPR1	4	Verified
YDR139C	RUB1	4	Verified
YDR140W	MTQ2	4	Verified
YDR141C	DOP1	4	Verified
YDR142C	PEX7	4	Verified
YDR143C	SAN1	4	Verified
YDR144C	MKC7	4	Verified
YDR145W	TAF12	4	Verified
YDR146C	SWI5	4	Verified
YDR147W	EKI1	4	Verified
YDR148C	KGD2	4	Verified
YDR149C		4	Dubious
YDR150W	NUM1	4	Verified
YDR151C	CTH1	4	Verified
YDR152W	GIR2	4	Verified
YDR153C	ENT5	4	Verified
YDR154C		4	Dubious
YDR155C	CPR1	4	Verified
YDR156W	RPA14	4	Verified
YDR158W	HOM2	4	Verified
YDR159W	SAC3	4	Verified
YDR160W	SSY1	4	Verified
YDR161W	ACL4	4	Verified
YDR162C	NBP2	4	Verified
YDR163W	CWC15	4	Verified
YDR164C	SEC1	4	Verified
YDR165W	TRM82	4	Verified
YDR166C	SEC5	4	Verified
YDR167W	TAF10	4	Verified
YDR168W	CDC37	4	Verified
YDR169C	STB3	4	Verified
YDR170C	SEC7	4	Verified
YDR171W	HSP42	4	Verified
YDR172W	SUP35	4	Verified
YDR173C	ARG82	4	Verified
YDR174W	HMO1	4	Verified
YDR175C	RSM24	4	Verified
YDR176W	NGG1	4	Verified
YDR177W	UBC1	4	Verified
YDR178W	SDH4	4	Verified
YDR179C	CSN9	4	Verified
YDR179W-A	NVJ3	4	Verified
YDR180W	SCC2	4	Verified
YDR181C	SAS4	4	Verified
YDR182W	CDC1	4	Verified
YDR182W-A		4	Uncharacterized
YDR183W	PLP1	4	Verified
YDR183C-A		4	Dubious
YDR184C	ATC1	4	Verified
YDR185C	UPS3	4	Verified
YDR186C	SND1	4	Verified
YDR187C		4	Dubious
YDR188W	CCT6	4	Verified
YDR189W	SLY1	4	Verified
YDR190C	RVB1	4	Verified
YDR191W	HST4	4	Verified
YDR192C	NUP42	4	Verified
YDR193W		4	Dubious
YDR194C	MSS116	4	Verified
YDR194W-A		4	Uncharacterized
YDR195W	REF2	4	Verified
YDR196C	CAB5	4	Verified
YDR197W	CBS2	4	Verified
YDR198C	RKM2	4	Verified
YDR199W		4	Dubious
YDR200C	VPS64	4	Verified
YDR201W	SPC19	4	Verified
YDR202C	RAV2	4	Verified
YDR203W		4	Dubious
YDR204W	COQ4	4	Verified
YDR205W	MSC2	4	Verified
YDR206W	EBS1	4	Verified
YDR207C	UME6	4	Verified
YDR208W	MSS4	4	Verified
YDR209C		4	Uncharacterized
YDR210W		4	Uncharacterized
YDR211W	GCD6	4	Verified
YDR212W	TCP1	4	Verified
YDR213W	UPC2	4	Verified
YDR214W	AHA1	4	Verified
YDR215C		4	Uncharacterized
YDR216W	ADR1	4	Verified
YDR217C	RAD9	4	Verified
YDR218C	SPR28	4	Verified
YDR219C	MFB1	4	Verified
YDR220C		4	Dubious
YDR221W	GTB1	4	Verified
YDR222W		4	Uncharacterized
YDR223W	CRF1	4	Verified
YDR224C	HTB1	4	Verified
YDR225W	HTA1	4	Verified
YDR226W	ADK1	4	Verified
YDR227W	SIR4	4	Verified
YDR228C	PCF11	4	Verified
YDR229W	IVY1	4	Verified
YDR230W		4	Dubious
YDR231C	COX20	4	Verified
YDR232W	HEM1	4	Verified
YDR233C	RTN1	4	Verified
YDR234W	LYS4	4	Verified
YDR235W	PRP42	4	Verified
YDR236C	FMN1	4	Verified
YDR237W	MRPL7	4	Verified
YDR238C	SEC26	4	Verified
YDR239C		4	Verified
YDR240C	SNU56	4	Verified
YDR241W	BUD26	4	Dubious
YDR242W	AMD2	4	Verified
YDR243C	PRP28	4	Verified
YDR244W	PEX5	4	Verified
YDR245W	MNN10	4	Verified
YDR246W	TRS23	4	Verified
YDR246W-A		4	Uncharacterized
YDR247W	VHS1	4	Verified
YDR248C		4	Uncharacterized
YDR249C		4	Uncharacterized
YDR250C		4	Dubious
YDR251W	PAM1	4	Verified
YDR252W	BTT1	4	Verified
YDR253C	MET32	4	Verified
YDR254W	CHL4	4	Verified
YDR255C	RMD5	4	Verified
YDR256C	CTA1	4	Verified
YDR257C	RKM4	4	Verified
YDR258C	HSP78	4	Verified
YDR259C	YAP6	4	Verified
YDR260C	SWM1	4	Verified
YDR261C	EXG2	4	Verified
YDR262W		4	Uncharacterized
YDR263C	DIN7	4	Verified
YDR264C	AKR1	4	Verified
YDR265W	PEX10	4	Verified
YDR266C	HEL2	4	Verified
YDR267C	CIA1	4	Verified
YDR268W	MSW1	4	Verified
YDR269C		4	Dubious
YDR270W	CCC2	4	Verified
YDR271C		4	Dubious
YDR272W	GLO2	4	Verified
YDR273W	DON1	4	Verified
YDR274C		4	Uncharacterized
YDR275W	BSC2	4	Verified
YDR276C	PMP3	4	Verified
YDR277C	MTH1	4	Verified
YDR278C		4	Uncharacterized
YDR279W	RNH202	4	Verified
YDR280W	RRP45	4	Verified
YDR281C	PHM6	4	Verified
YDR282C	MRX10	4	Verified
YDR283C	GCN2	4	Verified
YDR284C	DPP1	4	Verified
YDR285W	ZIP1	4	Verified
YDR286C	MGP12	4	Uncharacterized
YDR287W	INM2	4	Verified
YDR288W	NSE3	4	Verified
YDR289C	RTT103	4	Verified
YDR290W		4	Dubious
YDR291W	HRQ1	4	Verified
YDR292C	SRP101	4	Verified
YDR293C	SSD1	4	Verified
YDR294C	DPL1	4	Verified
YDR295C	HDA2	4	Verified
YDR296W	MHR1	4	Verified
YDR297W	SUR2	4	Verified
YDR298C	ATP5	4	Verified
YDR299W	BFR2	4	Verified
YDR300C	PRO1	4	Verified
YDR301W	CFT1	4	Verified
YDR302W	GPI11	4	Verified
YDR303C	RSC3	4	Verified
YDR304C	CPR5	4	Verified
YDR305C	HNT2	4	Verified
YDR306C	PFU1	4	Verified
YDR308C	SRB7	4	Verified
YDR309C	GIC2	4	Verified
YDR310C	SUM1	4	Verified
YDR311W	TFB1	4	Verified
YDR312W	SSF2	4	Verified
YDR313C	PIB1	4	Verified
YDR314C	RAD34	4	Verified
YDR315C	IPK1	4	Verified
YDR316W	OMS1	4	Verified
YDR317W	HIM1	4	Verified
YDR318W	MCM21	4	Verified
YDR319C	YFT2	4	Uncharacterized
YDR320C	SWA2	4	Verified
YDR320C-A	DAD4	4	Verified
YDR321W	ASP1	4	Verified
YDR322W	MRPL35	4	Verified
YDR322C-A	TIM11	4	Verified
YDR323C	PEP7	4	Verified
YDR324C	UTP4	4	Verified
YDR325W	YCG1	4	Verified
YDR326C	YSP2	4	Verified
YDR327W		4	Dubious
YDR328C	SKP1	4	Verified
YDR329C	PEX3	4	Verified
YDR330W	UBX5	4	Verified
YDR331W	GPI8	4	Verified
YDR332W	IRC3	4	Verified
YDR333C	RQC1	4	Verified
YDR334W	SWR1	4	Verified
YDR335W	MSN5	4	Verified
YDR336W	MRX8	4	Uncharacterized
YDR337W	MRPS28	4	Verified
YDR338C		4	Uncharacterized
YDR339C	FCF1	4	Verified
YDR341C		4	Verified
YDR342C	HXT7	4	Verified
YDR342C	HXT7	4	Verified
YDR343C	HXT6	4	Verified
YDR344C		4	Uncharacterized
YDR345C	HXT3	4	Verified
YDR346C	SVF1	4	Verified
YDR347W	MRP1	4	Verified
YDR348C	PAL1	4	Verified
YDR349C	YPS7	4	Verified
YDR350C	ATP22	4	Verified
YDR351W	SBE2	4	Verified
YDR352W	YPQ2	4	Verified
YDR353W	TRR1	4	Verified
YDR354W	TRP4	4	Verified
YDR354C-A		4	Dubious
YDR355C		4	Dubious
YDR356W	SPC110	4	Verified
YDR357C	CNL1	4	Verified
YDR358W	GGA1	4	Verified
YDR359C	EAF1	4	Verified
YDR360W	OPI7	4	Dubious
YDR361C	BCP1	4	Verified
YDR362C	TFC6	4	Verified
YDR363W	ESC2	4	Verified
YDR363W-A	SEM1	4	Verified
YDR364C	CDC40	4	Verified
YDR365C	ESF1	4	Verified
YDR367W	KEI1	4	Verified
YDR368W	YPR1	4	Verified
YDR369C	XRS2	4	Verified
YDR370C	DXO1	4	Verified
YDR371W	CTS2	4	Uncharacterized
YDR371C-A		4	Dubious
YDR372C	VPS74	4	Verified
YDR373W	FRQ1	4	Verified
YDR374C	PHO92	4	Verified
YDR374W-A	WIP1	4	Verified
YDR375C	BCS1	4	Verified
YDR376W	ARH1	4	Verified
YDR377W	ATP17	4	Verified
YDR378C	LSM6	4	Verified
YDR379W	RGA2	4	Verified
YDR379C-A	SDH6	4	Verified
YDR380W	ARO10	4	Verified
YDR381W	YRA1	4	Verified
YDR381C-A	COI1	4	Verified
YDR382W	RPP2B	4	Verified
YDR383C	NKP1	4	Verified
YDR384C	ATO3	4	Verified
YOR133W	EFT1	4	Verified
YDR386W	MUS81	4	Verified
YDR387C	CIN10	4	Uncharacterized
YDR388W	RVS167	4	Verified
YDR389W	SAC7	4	Verified
YDR390C	UBA2	4	Verified
YDR391C		4	Uncharacterized
YDR392W	SPT3	4	Verified
YDR393W	SHE9	4	Verified
YDR394W	RPT3	4	Verified
YDR395W	SXM1	4	Verified
YDR396W		4	Dubious
YDR397C	NCB2	4	Verified
YDR398W	UTP5	4	Verified
YDR399W	HPT1	4	Verified
YDR400W	URH1	4	Verified
YDR401W		4	Dubious
YDR402C	DIT2	4	Verified
YDR403W	DIT1	4	Verified
YDR404C	RPB7	4	Verified
YDR405W	MRP20	4	Verified
YDR406W	PDR15	4	Verified
YDR406W-A		4	Dubious
YDR407C	TRS120	4	Verified
YDR408C	ADE8	4	Verified
YDR409W	SIZ1	4	Verified
YDR410C	STE14	4	Verified
YDR411C	DFM1	4	Verified
YDR412W	RRP17	4	Verified
YDR413C		4	Dubious
YDR414C	ERD1	4	Verified
YDR415C		4	Uncharacterized
YDR416W	SYF1	4	Verified
YDR417C		4	Dubious
YDR418W	RPL12B	4	Verified
YDR419W	RAD30	4	Verified
YDR420W	HKR1	4	Verified
YDR421W	ARO80	4	Verified
YDR422C	SIP1	4	Verified
YDR423C	CAD1	4	Verified
YDR424C	DYN2	4	Verified
YDR425W	SNX41	4	Verified
YDR427W	RPN9	4	Verified
YDR428C	BNA7	4	Verified
YDR429C	TIF35	4	Verified
YDR430C	CYM1	4	Verified
YDR431W		4	Dubious
YDR432W	NPL3	4	Verified
YDR433W		4	Dubious
YDR434W	GPI17	4	Verified
YDR435C	PPM1	4	Verified
YDR436W	PPZ2	4	Verified
YDR437W	GPI19	4	Verified
YDR438W	THI74	4	Verified
YDR439W	LRS4	4	Verified
YDR440W	DOT1	4	Verified
YDR441C	APT2	4	Verified
YDR442W		4	Dubious
YDR443C	SSN2	4	Verified
YDR444W		4	Uncharacterized
YDR446W	ECM11	4	Verified
YDR447C	RPS17B	4	Verified
YDR448W	ADA2	4	Verified
YDR449C	UTP6	4	Verified
YDR450W	RPS18A	4	Verified
YDR451C	YHP1	4	Verified
YDR452W	PPN1	4	Verified
YDR453C	TSA2	4	Verified
YDR454C	GUK1	4	Verified
YDR455C		4	Dubious
YDR456W	NHX1	4	Verified
YDR457W	TOM1	4	Verified
YDR458C	HEH2	4	Verified
YDR459C	PFA5	4	Verified
YDR460W	TFB3	4	Verified
YDR461W	MFA1	4	Verified
YDR461C-A	CMI8	4	Uncharacterized
YDR462W	MRPL28	4	Verified
YDR463W	STP1	4	Verified
YDR464W	SPP41	4	Verified
YDR464C-A		4	Dubious
YDR465C	RMT2	4	Verified
YDR466W	PKH3	4	Verified
YDR467C		4	Dubious
YDR468C	TLG1	4	Verified
YDR469W	SDC1	4	Verified
YDR470C	UGO1	4	Verified
YDR471W	RPL27B	4	Verified
YDR472W	TRS31	4	Verified
YDR473C	PRP3	4	Verified
YDR475C	JIP4	4	Verified
YDR476C		4	Uncharacterized
YDR477W	SNF1	4	Verified
YDR478W	SNM1	4	Verified
YDR479C	PEX29	4	Verified
YDR480W	DIG2	4	Verified
YDR481C	PHO8	4	Verified
YDR482C	CWC21	4	Verified
YDR483W	KRE2	4	Verified
YDR484W	VPS52	4	Verified
YDR485C	VPS72	4	Verified
YDR486C	VPS60	4	Verified
YDR487C	RIB3	4	Verified
YDR488C	PAC11	4	Verified
YDR489W	SLD5	4	Verified
YDR490C	PKH1	4	Verified
YDR491C		4	Dubious
YDR492W	IZH1	4	Verified
YDR493W	MZM1	4	Verified
YDR494W	RSM28	4	Verified
YDR495C	VPS3	4	Verified
YDR496C	PUF6	4	Verified
YDR497C	ITR1	4	Verified
YDR498C	SEC20	4	Verified
YDR499W	LCD1	4	Verified
YDR500C	RPL37B	4	Verified
YDR501W	PLM2	4	Verified
YDR502C	SAM2	4	Verified
YDR503C	LPP1	4	Verified
YDR504C	SPG3	4	Verified
YDR505C	PSP1	4	Verified
YDR506C	GMC1	4	Verified
YDR507C	GIN4	4	Verified
YDR508C	GNP1	4	Verified
YDR509W		4	Dubious
YDR510W	SMT3	4	Verified
YDR510C-A		4	Dubious
YDR511W	SDH7	4	Verified
YDR512C	EMI1	4	Verified
YDR513W	GRX2	4	Verified
YDR514C		4	Verified
YDR515W	SLF1	4	Verified
YDR516C	EMI2	4	Verified
YDR517W	GRH1	4	Verified
YDR518W	EUG1	4	Verified
YDR519W	FPR2	4	Verified
YDR520C	URC2	4	Uncharacterized
YDR521W		4	Dubious
YDR522C	SPS2	4	Verified
YDR523C	SPS1	4	Verified
YDR524C	AGE1	4	Verified
YDR524W-C		4	Uncharacterized
YDR524C-B		4	Uncharacterized
YDR524C-A		4	Dubious
YDR525W	API2	4	Uncharacterized
YDR525W-A	SNA2	4	Verified
YDR526C		4	Dubious
YDR527W	RBA50	4	Verified
YDR528W	HLR1	4	Verified
YDR529C	QCR7	4	Verified
YDR530C	APA2	4	Verified
YDR531W	CAB1	4	Verified
YDR532C	KRE28	4	Verified
YDR533C	HSP31	4	Verified
YDR534C	FIT1	4	Verified
YDR535C		4	Dubious
YDR536W	STL1	4	Verified
YDR537C		4	Dubious
YDR538W	PAD1	4	Verified
YDR539W	FDC1	4	Verified
YDR541C		4	Verified
YGL261C	PAU11	4	Uncharacterized
YER188C-A		9	Uncharacterized
YIL176C	PAU14	9	Uncharacterized
YJL223C	PAU1	9	Verified
YCR102C		9	Uncharacterized
YIL171W-A		9	Dubious
YJL220W		9	Dubious
YIL166C	SOA1	9	Verified
YIL165C		9	Uncharacterized
YIL164C	NIT1	9	Verified
YIL163C		9	Uncharacterized
YIL162W	SUC2	9	Verified
YIL161W		9	Uncharacterized
YIL160C	POT1	9	Verified
YIL159W	BNR1	9	Verified
YIL158W	AIM20	9	Verified
YIL157C	COA1	9	Verified
YIL156W-A		9	Dubious
YIL156W-B	MCO8	9	Verified
YIL156W	UBP7	9	Verified
YIL155C	GUT2	9	Verified
YIL154C	IMP2'	9	Verified
YIL153W	RRD1	9	Verified
YIL151C	ESL1	9	Verified
YIL150C	MCM10	9	Verified
YIL149C	MLP2	9	Verified
YIL148W	RPL40A	9	Verified
YIL147C	SLN1	9	Verified
YIL146C	ATG32	9	Verified
YIL145C	PAN6	9	Verified
YIL144W	NDC80	9	Verified
YIL143C	SSL2	9	Verified
YIL142C-A		9	Dubious
YIL142W	CCT2	9	Verified
YIL141W		9	Dubious
YIL140W	AXL2	9	Verified
YIL139C	REV7	9	Verified
YIL138C	TPM2	9	Verified
YIL137C	TMA108	9	Verified
YIL136W	OM45	9	Verified
YIL135C	VHS2	9	Verified
YIL134C-A		9	Uncharacterized
YIL134W	FLX1	9	Verified
YIL133C	RPL16A	9	Verified
YIL132C	CSM2	9	Verified
YIL131C	FKH1	9	Verified
YIL130W	ASG1	9	Verified
YIL129C	TAO3	9	Verified
YIL128W	MET18	9	Verified
YIL127C	RRT14	9	Uncharacterized
YIL126W	STH1	9	Verified
YIL125W	KGD1	9	Verified
YIL124W	AYR1	9	Verified
YIL123W	SIM1	9	Verified
YIL122W	POG1	9	Verified
YIL121W	QDR2	9	Verified
YIL120W	QDR1	9	Verified
YIL119C	RPI1	9	Verified
YIL118W	RHO3	9	Verified
YIL117C	PRM5	9	Verified
YIL116W	HIS5	9	Verified
YIL115W-A		9	Dubious
YIL115C	NUP159	9	Verified
YIL114C	POR2	9	Verified
YIL113W	SDP1	9	Verified
YIL112W	HOS4	9	Verified
YIL111W	COX5B	9	Verified
YIL110W	HPM1	9	Verified
YIL109C	SEC24	9	Verified
YIL108W		9	Verified
YIL107C	PFK26	9	Verified
YIL106W	MOB1	9	Verified
YIL105C	SLM1	9	Verified
YIL105W-A		9	Uncharacterized
YIL104C	SHQ1	9	Verified
YIL103W	DPH1	9	Verified
YIL102C-A		9	Uncharacterized
YIL102C		9	Uncharacterized
YIL101C	XBP1	9	Verified
YIL100C-A		9	Dubious
YIL099W	SGA1	9	Verified
YIL098C	FMC1	9	Verified
YIL097W	FYV10	9	Verified
YIL096C	BMT5	9	Verified
YIL095W	PRK1	9	Verified
YIL094C	LYS12	9	Verified
YIL093C	RSM25	9	Verified
YIL092W		9	Uncharacterized
YIL091C	UTP25	9	Verified
YIL090W	ICE2	9	Verified
YIL089W		9	Verified
YIL088C	AVT7	9	Verified
YIL087C	AIM19	9	Verified
YIL086C		9	Uncharacterized
YIL085C	KTR7	9	Verified
YIL084C	SDS3	9	Verified
YIL083C	CAB2	9	Verified
YIL079C	AIR1	9	Verified
YIL078W	THS1	9	Verified
YIL077C	RCI37	9	Uncharacterized
YIL076W	SEC28	9	Verified
YIL075C	RPN2	9	Verified
YIL074C	SER33	9	Verified
YIL073C	SPO22	9	Verified
YIL072W	HOP1	9	Verified
YIL071W-A		9	Dubious
YIL071C	PCI8	9	Verified
YIL070C	MAM33	9	Verified
YIL069C	RPS24B	9	Verified
YIL068C	SEC6	9	Verified
YIL067C		9	Uncharacterized
YIL066W-A		9	Dubious
YIL066C	RNR3	9	Verified
YIL065C	FIS1	9	Verified
YIL064W	EFM4	9	Verified
YIL063C	YRB2	9	Verified
YIL062C	ARC15	9	Verified
YIL061C	SNP1	9	Verified
YIL058W		9	Dubious
YIL057C	RGI2	9	Verified
YIL056W	VHR1	9	Verified
YIL055C		9	Uncharacterized
YIL054W		9	Uncharacterized
YIL053W	GPP1	9	Verified
YIL052C	RPL34B	9	Verified
YIL051C	MMF1	9	Verified
YIL050W	PCL7	9	Verified
YIL049W	DFG10	9	Verified
YIL048W	NEO1	9	Verified
YIL047C-A		9	Dubious
YIL047C	SYG1	9	Verified
YIL046W	MET30	9	Verified
YIL045W	PIG2	9	Verified
YIL044C	AGE2	9	Verified
YIL043C	CBR1	9	Verified
YIL042C	PKP1	9	Verified
YIL041W	GVP36	9	Verified
YIL040W	APQ12	9	Verified
YIL039W	TED1	9	Verified
YIL038C	NOT3	9	Verified
YIL037C	PRM2	9	Verified
YIL036W	CST6	9	Verified
YIL035C	CKA1	9	Verified
YIL034C	CAP2	9	Verified
YIL033C	BCY1	9	Verified
YIL032C		9	Dubious
YIL031W	ULP2	9	Verified
YIL030W-A		9	Dubious
YIL030C	SSM4	9	Verified
YIL029W-A		9	Dubious
YIL028W		9	Dubious
YIL027C	EMC5	9	Verified
YIL026C	IRR1	9	Verified
YIL025C		9	Dubious
YIL024C		9	Uncharacterized
YIL023C	YKE4	9	Verified
YIL022W	TIM44	9	Verified
YIL021W	RPB3	9	Verified
YIL021C-A		9	Dubious
YIL020C	HIS6	9	Verified
YIL019W	FAF1	9	Verified
YIL018W	RPL2B	9	Verified
YIL017C	VID28	9	Verified
YIL016W	SNL1	9	Verified
YIL015W	BAR1	9	Verified
YIL014C-A		9	Uncharacterized
YIL014W	MNT3	9	Verified
YIL013C	PDR11	9	Verified
YIL012W		9	Uncharacterized
YIL011W	TIR3	9	Verified
YIL010W	DOT5	9	Verified
YIL009C-A	EST3	9	Verified
YIL009W	FAA3	9	Verified
YIL008W	URM1	9	Verified
YIL007C	NAS2	9	Verified
YIL006W	YIA6	9	Verified
YIL005W	EPS1	9	Verified
YIL004C	BET1	9	Verified
YIL003W	CFD1	9	Verified
YIL002W-A	CMI7	9	Uncharacterized
YIL002C	INP51	9	Verified
YIL001W		9	Uncharacterized
YIR001C	SGN1	9	Verified
YIR002C	MPH1	9	Verified
YIR003W	AIM21	9	Verified
YIR004W	DJP1	9	Verified
YIR005W	IST3	9	Verified
YIR006C	PAN1	9	Verified
YIR007W	EGH1	9	Verified
YIR008C	PRI1	9	Verified
YIR009W	MSL1	9	Verified
YIR010W	DSN1	9	Verified
YIR011C	STS1	9	Verified
YIR012W	SQT1	9	Verified
YIR013C	GAT4	9	Verified
YIR014W	VLD1	9	Verified
YIR015W	RPR2	9	Verified
YIR016W		9	Uncharacterized
YIR017W-A		9	Dubious
YIR018W	YAP5	9	Verified
YIR019C	FLO11	9	Verified
YIR020C		9	Uncharacterized
YIR020W-A		9	Dubious
YIR020C-B		9	Dubious
YIR021W	MRS1	9	Verified
YIR021W-A		9	Uncharacterized
YIR022W	SEC11	9	Verified
YIR023W	DAL81	9	Verified
YIR023C-A		9	Dubious
YIR024C	INA22	9	Verified
YIR025W	MND2	9	Verified
YIR026C	YVH1	9	Verified
YIR027C	DAL1	9	Verified
YIR028W	DAL4	9	Verified
YIR029W	DAL2	9	Verified
YIR030C	DCG1	9	Verified
YIR030W-A		9	Dubious
YIR031C	DAL7	9	Verified
YIR032C	DAL3	9	Verified
YIR033W	MGA2	9	Verified
YIR034C	LYS1	9	Verified
YIR035C	NRE1	9	Uncharacterized
YIR036C	IRC24	9	Verified
YIR036W-A		9	Dubious
YIR037W	HYR1	9	Verified
YIR038C	GTT1	9	Verified
YIR039C	YPS6	9	Verified
YIR040C		9	Dubious
YKL223W		9	Dubious
YIR041W	PAU15	9	Verified
YKL224C	PAU16	9	Verified
YIR042C		9	Uncharacterized
YNR077C		9	Uncharacterized
YDR543C		1	Dubious
YDR542W	PAU10	1	Verified
YLR461W	PAU4	1	Verified
YAL067C	SEO1	1	Verified
YAL066W		1	Dubious
YAL065C		1	Uncharacterized
YAL064W-B		1	Uncharacterized
YAL062W	GDH3	1	Verified
YAL061W	BDH2	1	Uncharacterized
YAL060W	BDH1	1	Verified
YAL059C-A		1	Dubious
YAL059W	ECM1	1	Verified
YAL058W	CNE1	1	Verified
YAL056C-A		1	Dubious
YAL056W	GPB2	1	Verified
YAL055W	PEX22	1	Verified
YAL054C	ACS1	1	Verified
YAL053W	FLC2	1	Verified
YAL051W	OAF1	1	Verified
